epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,448.756,0.56073,0.49118,0.98547,0.68719,0.66491,0.69649,0.62475,0.60146,0.8208,1.0266,0.0001156,0.0001156,0.0001156
183,451.235,0.56,0.50181,0.9546,0.68839,0.66547,0.7007,0.62452,0.61888,0.83359,1.04713,0.0001101,0.0001101,0.0001101
184,453.682,0.57799,0.50993,0.98563,0.67447,0.66249,0.70384,0.6236,0.61901,0.8289,1.04368,0.000104601,0.000104601,0.000104601
185,456.329,0.55587,0.48585,0.96121,0.67829,0.66695,0.70697,0.62826,0.62168,0.83122,1.04874,9.91012e-05,9.91012e-05,9.91012e-05
186,458.781,0.55108,0.47837,0.95074,0.68028,0.66508,0.70566,0.62626,0.62152,0.8334,1.04696,9.36017e-05,9.36017e-05,9.36017e-05
187,461.242,0.56542,0.5087,0.97311,0.68774,0.66611,0.70923,0.62378,0.62164,0.83106,1.04746,8.81023e-05,8.81023e-05,8.81023e-05
188,463.631,0.54759,0.48501,0.94621,0.6932,0.66233,0.71232,0.62246,0.62151,0.83455,1.04719,8.26028e-05,8.26028e-05,8.26028e-05
189,466.12,0.54037,0.47327,0.94934,0.69903,0.66247,0.70948,0.62292,0.62671,0.83204,1.03961,7.71034e-05,7.71034e-05,7.71034e-05
190,468.841,0.56174,0.52571,0.98823,0.69248,0.67853,0.71114,0.62121,0.62671,0.82707,1.0347,7.1604e-05,7.1604e-05,7.1604e-05
191,492.2,0.5182,0.44539,0.93775,0.68818,0.67387,0.70811,0.61883,0.62089,0.8277,1.02975,6.61045e-05,6.61045e-05,6.61045e-05
192,494.53,0.50423,0.42855,0.92071,0.67939,0.66817,0.70657,0.61488,0.62171,0.82394,1.03284,6.06051e-05,6.06051e-05,6.06051e-05
193,496.826,0.49979,0.42222,0.917,0.74952,0.63465,0.71002,0.62027,0.6228,0.82398,1.0329,5.51056e-05,5.51056e-05,5.51056e-05
194,499.053,0.49299,0.40096,0.91459,0.73483,0.64248,0.71207,0.62246,0.63527,0.82922,1.04936,4.96062e-05,4.96062e-05,4.96062e-05
195,501.236,0.49837,0.41568,0.93092,0.73226,0.64336,0.71433,0.6242,0.6361,0.82796,1.04813,4.41067e-05,4.41067e-05,4.41067e-05
196,503.445,0.48359,0.42065,0.91837,0.62383,0.76034,0.71323,0.62668,0.62532,0.81199,1.03963,3.86073e-05,3.86073e-05,3.86073e-05
197,505.658,0.4852,0.40717,0.92445,0.73293,0.64763,0.71641,0.63112,0.62693,0.81346,1.04292,3.31078e-05,3.31078e-05,3.31078e-05
198,508.057,0.46342,0.38899,0.90024,0.73531,0.64777,0.71205,0.6316,0.62629,0.80226,1.04404,2.76084e-05,2.76084e-05,2.76084e-05
199,510.284,0.47846,0.40221,0.92394,0.74574,0.63466,0.71359,0.63433,0.62084,0.8032,1.03928,2.21089e-05,2.21089e-05,2.21089e-05
200,512.492,0.49529,0.40073,0.92277,0.71965,0.65882,0.71514,0.63641,0.61785,0.80197,1.03501,1.66095e-05,1.66095e-05,1.66095e-05
